"Name","NumOfPublications"
Comput. Aided Geom. Des.,2006
Comput. Animat. Virtual Worlds,1434
Comput. Appl. Biosci.,951
Comput. Appl. Eng. Educ.,1784
Comput. Appl. Math.,1835
Comput. Artif. Intell.,371
Comput. Biol. Chem.,2156
Comput. Biol. Medicine,7563
Comput. Biomed. Res.,60
Comput. Chem.,1211
Comput. Chem. Eng.,5501
Comput. Commun.,7628
Comput. Commun. Rev.,1632
Comput. Complex.,543
Comput. Educ.,4217
Comput. Educ. Artif. Intell.,154
Comput. Educ. X Real.,42
Comput. Electr. Eng.,4618
Comput. Electron. Agric.,5220
Comput. Entertain.,491
Comput. Environ. Urban Syst.,1503
Comput. Games J.,174
Comput. Geom.,1535
Comput. Geom. Topol.,26
Comput. Geosci.,3698
Comput. Graph.,4153
Comput. Graph. Forum,5490
Comput. Graph. Image Process.,236
Comput. Hum. Behav.,7506
Comput. Humanit.,790
Comput. Ind.,2190
Comput. Ind. Eng.,7851
Comput. Inf. Sci.,784
Comput. Informatics,999
Comput. Intell.,1316
Comput. Intell. Neurosci.,2023
Comput. J.,6081
Comput. Lang.,382
Comput. Lang. Syst. Struct.,311
Comput. Law Secur. Rev.,3023
Comput. Linguistics,1038
Comput. Manag. Sci.,555
Comput. Math. Appl.,8261
Comput. Math. Methods,237
Comput. Math. Methods Medicine,2111
Comput. Math. Organ. Theory,569
Comput. Medical Imaging Graph.,1411
Comput. Methods Appl. Math.,595
Comput. Methods Programs Biomed.,5538
Comput. Music. J.,1075
Comput. Networks,7793
Comput. Networks ISDN Syst.,856
Comput. Oper. Res.,6843
Comput. Optim. Appl.,2126
Comput. Phys. Commun.,5612
Comput. Sci.,356
Comput. Sci. Educ.,635
Comput. Sci. Eng.,1965
Comput. Sci. Inf. Syst.,1027
Comput. Sci. J. Moldova,719
Comput. Sci. Res. Dev.,337
Comput. Sci. Rev.,414
Comput. Secur.,4724
Comput. Softw. Big Sci.,109
Comput. Speech Lang.,1329
Comput. Stand. Interfaces,1588
Comput. Stat.,1692
Comput. Stat. Data Anal.,5014
Comput. Support. Cooperative Work.,706
Comput. Syst.,130
Comput. Syst. Sci. Eng.,2157
Comput. Vis. Graph. Image Process.,660
Comput. Vis. Image Underst.,2955
Comput. Vis. Media,352
Comput. Vis. Sci.,194
Comput. methods Biomech. Biomed. Eng. Imaging Vis.,792
Comput. und Recht,1896
Computación y Sistemas,1270
Computación y Sistemas (CyS),121
Computer,8025
Computer und Recht,379
Computing,3522
Concurr. Comput. Pract. Exp.,6104
Concurr. Eng. Res. Appl.,637
Concurr. Pract. Exp.,684
Connect. Sci.,854
Constraints An Int. J.,559
Contributions Discret. Math.,309
Control. Intell. Syst.,416
Cryptogr.,309
Cryptogr. Commun.,687
Cryptologia,1577
Cyber Secur. Appl.,30
Cybern. Hum. Knowing,606
Cybern. Syst.,1207
Cyberpsychology Behav. Soc. Netw.,3142
Cybersecur.,211
D Lib Mag.,1082
Dagstuhl Artifacts Ser.,212
Dagstuhl Manifestos,21
Dagstuhl Reports,828
Data,971
Data Base,1284
Data Inf. Manag.,141
Data Intell.,222
Data Knowl. Eng.,1932
Data Min. Knowl. Discov.,1126
Data Qual.,25
Data Sci.,56
Data Sci. Eng.,245
Data Sci. J.,885
Data Technol. Appl.,226
Database J. Biol. Databases Curation,1568
Datenbank Rundbr.,344
Datenbank-Spektrum,812
Datenschutz und Datensicherheit,4048
Datenschutz und Datensicherheit (dud),203
Decis. Anal.,455
Decis. Sci.,899
Decis. Support Syst.,3714
Des. Autom. Embed. Syst.,436
Des. Codes Cryptogr.,3262
Dialogue Discourse,104
Digit.,80
Digit. Appl. Archaeol. Cult. Heritage,219
Digit. Commun. Networks,516
Digit. Creativity,690
Digit. Gov. Res. Pract.,137
Digit. Humanit. Q.,714
Digit. Investig.,1112
Digit. Libr. Perspect.,258
Digit. Scholarsh. Humanit.,812
Digit. Signal Process.,3899
Digit. Soc.,108
Digit. Tech. J.,256
Discov. Artif. Intell.,131
Discov. Internet Things,53
Discret. Appl. Math.,9665
Discret. Comput. Geom.,2869
Discret. Event Dyn. Syst.,652
Discret. Math.,16357
Discret. Math. Algorithms Appl.,1201
Discret. Math. Theor. Comput. Sci.,869
Discret. Optim.,660
Discuss. Math. Graph Theory,1430
Displays,1111
Distributed Comput.,803
Distributed Ledger Technol. Res. Pract.,47
Distributed Parallel Databases,634
Distributed Syst. Eng.,140
Document Numérique,370
Dyn. Games Appl.,523
EAI Endorsed Trans. Ambient Syst.,90
EAI Endorsed Trans. Cloud Syst.,91
EAI Endorsed Trans. Cogn. Commun.,53
EAI Endorsed Trans. Collab. Comput.,68
EAI Endorsed Trans. Complex Syst.,6
EAI Endorsed Trans. Context aware Syst. Appl.,135
EAI Endorsed Trans. Creative Technol.,159
EAI Endorsed Trans. Energy Web,413
EAI Endorsed Trans. Future Intell. Educ. Environ.,47
EAI Endorsed Trans. Ind. Networks Intell. Syst.,179
EAI Endorsed Trans. Mob. Commun. Appl.,118
EAI Endorsed Trans. Pervasive Health Technol.,156
EAI Endorsed Trans. Scalable Inf. Syst.,439
EAI Endorsed Trans. Security Safety,147
EAI Endorsed Trans. Self Adapt. Syst.,41
EAI Endorsed Trans. Serious Games,94
EAI Endorsed Trans. Ubiquitous Environ.,60
EAI Endorsed Trans. Wirel. Spectr.,58
EAI Endorsed Trans. e Learn.,136
EMISA Forum,280
EPJ Data Sci.,483
ERCIM News,2035
EURASIP J. Adv. Signal Process.,4098
EURASIP J. Audio Speech Music. Process.,528
EURASIP J. Bioinform. Syst. Biol.,191
EURASIP J. Embed. Syst.,314
EURASIP J. Image Video Process.,936
EURASIP J. Inf. Secur.,236
EURASIP J. Wirel. Commun. Netw.,4290
EURO J. Comput. Optim.,204
EURO J. Transp. Logist.,236
Earth Sci. Informatics,1296
Ecol. Informatics,2202
Educ. Inf.,541
Educ. Inf. Technol.,3544
Egypt. Comput. Sci. J.,276
Electron. Colloquium Comput. Complex.,4352
Electron. Commer. Res.,725
Electron. Commer. Res. Appl.,1213
Electron. Commun. Eur. Assoc. Softw. Sci. Technol.,910
Electron. Gov. an Int. J.,494
Electron. J. Comb.,4730
Electron. J. Graph Theory Appl.,337
Electron. J. Inf. Syst. Dev. Ctries.,914
Electron. Libr.,1448
Electron. Mark.,1294
Electron. Notes Discret. Math.,3503
Electron. Publ.,145
Electron. Trans. Artif. Intell.,64
Elektron. Rechenanlagen,756
Elektrotech. Informationstechnik,1653
Empir. Softw. Eng.,1664
Encycl. Semantic Comput. Robotic Intell.,47
Energy Inform.,332
Eng. Appl. Artif. Intell.,6440
Eng. Comput.,1908
Eng. Lett.,235
Enterp. Inf. Syst.,801
Enterp. Model. Inf. Syst. Archit. Int. J. Concept. Model.,187
Entertain. Comput.,543
Entropy,12188
Environ. Model. Softw.,4556
Ethics Inf. Technol.,433
Eur. J. Comb.,4376
Eur. J. Control,1741
Eur. J. Inf. Syst.,1080
Eur. J. Law Technol.,332
Eur. J. Oper. Res.,15665
Eur. Trans. Telecommun.,1446
Evol. Comput.,680
Evol. Intell.,862
Evol. Syst.,549
Exp. Math.,1251
Expert Syst. Appl.,20886
Expert Syst. Appl. X,17
Expert Syst. J. Knowl. Eng.,1752
F1000Research,738
FDT Bull. ACM SIGFIDET SIGMOD,145
FLAP,517
Field Robotics,97
Finance Stochastics,612
Finite Fields Their Appl.,1742
First Monday,2526
Formal Aspects Comput.,1041
Formal Methods Syst. Des.,732
Formaliz. Math.,455
"Forschungsberichte, TU Munich",232
Found. Comput. Math.,712
Found. Trends Commun. Inf. Theory,66
Found. Trends Comput. Graph. Vis.,45
Found. Trends Databases,36
Found. Trends Electron. Des. Autom.,43
Found. Trends Hum. Comput. Interact.,58
Found. Trends Inf. Retr.,59
Found. Trends Inf. Syst.,21
Found. Trends Mach. Learn.,67
Found. Trends Microeconomics,49
Found. Trends Netw.,39
Found. Trends Optim.,16
Found. Trends Priv. Secur.,16
Found. Trends Program. Lang.,20
Found. Trends Robotics,36
Found. Trends Signal Process.,48
Found. Trends Stoch. Syst.,4
Found. Trends Syst. Control.,29
Found. Trends Technol. Inf. Oper. Manag.,97
Found. Trends Theor. Comput. Sci.,43
Found. Trends Web Sci.,17
Frontiers Appl. Math. Stat.,667
Frontiers Artif. Intell.,899
Frontiers Big Data,394
Frontiers Bioinform.,274
Frontiers Blockchain,205
Frontiers Comput. Neurosci.,1824
Frontiers Comput. Sci.,1771
Frontiers Comput. Sci. China,263
Frontiers Digit. Health,774
Frontiers Digit. Humanit.,89
Frontiers ICT,148
Frontiers Inf. Technol. Electron. Eng.,1225
Frontiers Neuroinformatics,1005
Frontiers Neurorobotics,1216
Frontiers Res. Metrics Anal.,318
Frontiers Robotics AI,1742
Frontiers Virtual Real.,518
Fundam. Inform.,2
Fundam. Informaticae,3863
Future Gener. Comput. Syst.,7133
Future Internet,2277
Fuzzy Optim. Decis. Mak.,537
Fuzzy Sets Syst.,7141
GI Datenbank Rundbrief,56
GTE Laboratories Incorporated,12
Game Stud.,293
Games,721
Games Cult.,648
Games Econ. Behav.,2918
Games Res. Pract.,33
Genet. Program. Evolvable Mach.,624
Genom. Proteom. Bioinform.,868
Geo spatial Inf. Sci.,513
GeoInformatica,671
GetMobile Mob. Comput. Commun.,285
Glottometrics,428
Gov. Inf. Q.,1692
Grammars,89
Graph. Model.,632
Graph. Model. Image Process.,49
Graph. Vis. Comput.,28
Graphs Comb.,3029
Grey Syst. Theory Appl.,481
Groups Complex. Cryptol.,160
HMD Prax. Wirtsch.,2334
Health Inf. Sci. Syst.,308
Health Informatics J.,1051
High. Order Symb. Comput.,246
Hist. Comput.,175
Hum. Centric Intell. Syst.,80
Hum. Comput.,77
Hum. Comput. Interact.,549
Hum. Factors,2235
Hum. centric Comput. Inf. Sci.,301
Hydrology and Earth System Sciences,2
Hypermedia,67
IACR Cryptol. ePrint Arch.,22029
IACR Trans. Cryptogr. Hardw. Embed. Syst.,440
IACR Trans. Symmetric Cryptol.,368
IBM J. Res. Dev.,2588
IBM Syst. J.,1475
ICT Express,651
IEE Proc. Softw.,245
IEEE ACM Trans. Audio Speech Lang. Process.,2532
IEEE ACM Trans. Comput. Biol. Bioinform.,3002
IEEE Access,81124
IEEE Ann. Hist. Comput.,1582
IEEE CAA J. Autom. Sinica,1240
IEEE Cloud Comput.,312
IEEE Commun. Lett.,11447
IEEE Commun. Mag.,8239
IEEE Commun. Stand. Mag.,438
IEEE Commun. Surv. Tutorials,1497
IEEE Comput. Archit. Lett.,606
IEEE Comput. Intell. Mag.,891
IEEE Computer Graphics and Applications,2947
IEEE Concurr.,153
IEEE Consumer Electron. Mag.,1284
IEEE Control. Syst. Lett.,2370
IEEE Data Eng. Bull.,1376
IEEE Database Eng. Bull.,271
IEEE Des. Test,1119
IEEE Des. Test Comput.,1758
IEEE Distributed Syst. Online,580
IEEE Embed. Syst. Lett.,542
IEEE Expert,802
IEEE Geosci. Remote. Sens. Lett.,8546
IEEE Instrum. Meas. Mag.,1093
IEEE Intell. Informatics Bull.,121
IEEE Intell. Syst.,1938
IEEE Intell. Transp. Syst. Mag.,940
IEEE Internet Comput.,2273
IEEE Internet Things J.,9411
IEEE Internet Things Mag.,457
IEEE J. Biomed. Health Informatics,3603
IEEE J. Emerg. Sel. Topics Circuits Syst.,864
IEEE J. Robotics Autom.,205
IEEE J. Sel. Areas Commun.,7733
IEEE J. Sel. Areas Inf. Theory,321
IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.,7193
IEEE J. Sel. Top. Signal Process.,1716
IEEE J. Solid State Circuits,8480
IEEE Micro,2647
IEEE Multim.,1485
IEEE Netw.,2861
IEEE Netw. Lett.,286
IEEE Open J. Circuits Syst.,189
IEEE Open J. Commun. Soc.,804
IEEE Open J. Comput. Soc.,132
IEEE Parallel Distributed Technol. Syst. Appl.,139
IEEE Pervasive Comput.,1228
IEEE Robotics Autom. Lett.,7192
IEEE Robotics Autom. Mag.,1523
IEEE Secur. Priv.,2100
IEEE Signal Process. Lett.,7664
IEEE Signal Process. Mag.,2253
IEEE Softw.,4161
IEEE Syst. J.,4298
IEEE Technol. Soc. Mag.,1162
IEEE Trans Autom. Sci. Eng.,2582
IEEE Trans. Acoust. Speech Signal Process.,1508
IEEE Trans. Aerosp. Electron. Syst.,4471
IEEE Trans. Affect. Comput.,969
IEEE Trans. Artif. Intell.,493
IEEE Trans. Autom. Control.,12665
IEEE Trans. Auton. Ment. Dev.,183
IEEE Trans. Big Data,606
IEEE Trans. Biom. Behav. Identity Sci.,231
IEEE Trans. Biomed. Circuits Syst.,1600
IEEE Trans. Biomed. Eng.,7777
IEEE Trans. Broadcast.,1985
IEEE Trans. Circuits Syst. I Regul. Pap.,6426
IEEE Trans. Circuits Syst. II Express Briefs,7689
IEEE Trans. Circuits Syst. Video Technol.,6464
IEEE Trans. Cloud Comput.,1140
IEEE Trans. Cogn. Commun. Netw.,852
IEEE Trans. Cogn. Dev. Syst.,806
IEEE Trans. Commun.,16791
IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,7284
IEEE Trans. Comput. Intell. AI Games,268
IEEE Trans. Comput. Soc. Syst.,1374
IEEE Trans. Computational Imaging,733
IEEE Trans. Computers,10051
IEEE Trans. Consumer Electron.,4367
IEEE Trans. Control. Netw. Syst.,1278
IEEE Trans. Control. Syst. Technol.,4524
IEEE Trans. Cybern.,4977
IEEE Trans. Dependable Secur. Comput.,1783
IEEE Trans. Educ.,1518
IEEE Trans. Electron. Comput.,692
IEEE Trans. Emerg. Top. Comput.,912
IEEE Trans. Emerg. Top. Comput. Intell.,735
IEEE Trans. Engineering Management,2592
IEEE Trans. Evol. Comput.,1641
IEEE Trans. Fuzzy Syst.,4457
IEEE Trans. Games,329
IEEE Trans. Geosci. Remote. Sens.,17776
IEEE Trans. Green Commun. Netw.,893
IEEE Trans. Haptics,904
IEEE Trans. Hum. Mach. Syst.,906
IEEE Trans. Image Process.,9917
IEEE Trans. Ind. Electron.,16273
IEEE Trans. Ind. Informatics,6985
IEEE Trans. Inf. Forensics Secur.,3940
IEEE Trans. Inf. Technol. Biomed.,1167
IEEE Trans. Inf. Theory,17543
IEEE Trans. Instrum. Meas.,15675
IEEE Trans. Intell. Transp. Syst.,7734
IEEE Trans. Intell. Veh.,1151
IEEE Trans. Knowl. Data Eng.,5885
IEEE Trans. Learn. Technol.,857
IEEE Trans. Medical Imaging,5869
IEEE Trans. Mob. Comput.,4305
IEEE Trans. Mol. Biol. Multi Scale Commun.,245
IEEE Trans. Multi Scale Comput. Syst.,149
IEEE Trans. Multim.,5030
IEEE Trans. Netw. Sci. Eng.,1695
IEEE Trans. Netw. Serv. Manag.,2126
IEEE Trans. Neural Networks,3061
IEEE Trans. Neural Networks Learn. Syst.,5436
IEEE Trans. Parallel Distributed Syst.,5493
IEEE Trans. Pattern Anal. Mach. Intell.,8621
IEEE Trans. Prof. Commun.,441
IEEE Trans. Reliab.,2350
IEEE Trans. Robotics,2843
IEEE Trans. Robotics Autom.,1428
IEEE Trans. Serv. Comput.,1588
IEEE Trans. Signal Inf. Process. over Networks,537
IEEE Trans. Signal Process.,14403
IEEE Trans. Smart Grid,5091
IEEE Trans. Software Eng.,4440
IEEE Trans. Speech Audio Process.,2394
IEEE Trans. Sustain. Comput.,382
IEEE Trans. Syst. Man Cybern.,2737
IEEE Trans. Syst. Man Cybern. Part A,1567
IEEE Trans. Syst. Man Cybern. Part B,2089
IEEE Trans. Syst. Man Cybern. Part C,958
IEEE Trans. Syst. Man Cybern. Syst.,4357
IEEE Trans. Syst. Sci. Cybern.,210
IEEE Trans. Veh. Technol.,15203
IEEE Trans. Very Large Scale Integr. Syst.,5384
IEEE Trans. Vis. Comput. Graph.,5331
IEEE Trans. Wirel. Commun.,11322
IEEE Veh. Technol. Mag.,920
IEEE Wirel. Commun.,2535
IEEE Wirel. Commun. Lett.,4163
IEEE/ACM Trans. Netw.,4315
IEICE Electron. Express,4566
IEICE Trans. Commun.,7088
IEICE Trans. Electron.,4130
IEICE Trans. Fundam. Electron. Commun. Comput. Sci.,7811
IEICE Trans. Inf. Syst.,7186
IET Biom.,462
IET Blockchain,44
IET Circuits Devices Syst.,1235
IET Commun.,4835
IET Comput. Digit. Tech.,673
IET Comput. Vis.,918
IET Cyper-Phys. Syst.: Theory & Appl.,222
IET Image Process.,2726
IET Inf. Secur.,724
IET Networks,425
IET Quantum Commun.,87
IET Signal Process.,1175
IET Softw.,692
IET Wirel. Sens. Syst.,405
IFAC J. Syst. Control.,145
IGTR,773
IISE Trans.,278
IMA J. Math. Control. Inf.,920
IMPACT Comput. Sci. Eng.,71
INFOR Inf. Syst. Oper. Res.,410
INFORMS J. Appl. Anal.,224
INFORMS J. Comput.,1878
INFORMS J. Optim.,109
INFORMS Trans. Educ.,401
IPSJ Trans. Comput. Vis. Appl.,231
IPSJ Trans. Syst. LSI Des. Methodol.,201
IRE Trans. Electron. Comput.,513
IRE Trans. Inf. Theory,437
ISC Int. J. Inf. Secur.,278
ISPRS Int. J. Geo Inf.,4885
IT Prof.,1468
IWBS Report,158
Image Process. Line,252
Image Vis. Comput.,3668
Ind. Artif. Intell.,17
Ind. Manag. Data Syst.,2059
Ind. Robot,1486
Inf.,3821
Inf. Comput.,2904
Inf. Comput. Secur.,330
Inf. Control.,1628
Inf. Econ. Policy,516
Inf. Fusion,2097
Inf. Knowl. Syst. Manag.,225
Inf. Manag.,2747
Inf. Manag. Comput. Secur.,579
Inf. Organ.,328
Inf. Polity,618
Inf. Process. Lett.,7889
Inf. Process. Manag.,3993
Inf. Res.,2033
Inf. Resour. Manag. J.,443
Inf. Retr.,422
Inf. Retr. J.,184
Inf. Sci.,16166
Inf. Secur. J. A Glob. Perspect.,1054
Inf. Secur. Tech. Rep.,504
Inf. Serv. Use,655
Inf. Soc.,1317
Inf. Softw. Technol.,3528
Inf. Storage Retr.,264
Inf. Syst.,2348
Inf. Syst. E Bus. Manag.,619
Inf. Syst. Frontiers,1605
Inf. Syst. J.,923
Inf. Syst. Manag.,1122
Inf. Syst. Res.,1368
Inf. Technol. Control.,626
Inf. Technol. Dev.,488
Inf. Technol. Manag.,518
Inf. Technol. People,1080
Inf. Vis.,495
Inf. Wiss. Prax.,535
Inform. Forsch. Entwickl.,458
Inform. Spektrum,2732
Informatica,982
Informatica (Slovenia),1794
Informatica Didact.,23
Informatics,527
Informatics Educ.,414
Informationstechnik Tech. Inform.,476
Informing Sci. Int. J. an Emerg. Transdiscipl.,358
Ingénierie des Systèmes d Inf.,893
Innov. Syst. Softw. Eng.,493
InnovaInt. J. Actor Netw. Theory Technol. Innov.,142
Inroads,996
Int. Arab J. Inf. Technol.,1711
Int. Arab. J. e Technol.,127
Int. J. 3 D Inf. Model.,124
Int. J. Account. Inf. Syst.,497
Int. J. Ad Hoc Ubiquitous Comput.,963
Int. J. Adapt. Resilient Auton. Syst.,108
Int. J. Adult Vocat. Educ. Technol.,190
Int. J. Adv. Corp. Learn.,366
Int. J. Adv. Intell. Paradigms,679
Int. J. Adv. Media Commun.,167
Int. J. Adv. Oper. Manag.,256
Int. J. Adv. Pervasive Ubiquitous Comput.,212
Int. J. Agent Oriented Softw. Eng.,106
Int. J. Agent Technol. Syst.,121
Int. J. Agric. Environ. Inf. Syst.,210
Int. J. Algebra Comput.,1777
Int. J. Ambient Comput. Intell.,281
Int. J. Appl. Cryptogr.,83
Int. J. Appl. Decis. Sci.,392
Int. J. Appl. Earth Obs. Geoinformation,3320
Int. J. Appl. Evol. Comput.,225
Int. J. Appl. Geospat. Res.,196
Int. J. Appl. Logist.,141
Int. J. Appl. Math. Comput. Sci.,942
Int. J. Appl. Metaheuristic Comput.,317
Int. J. Appl. Pattern Recognit.,127
Int. J. Approx. Reason.,2908
Int. J. Art Cult. Des. Technol.,107
Int. J. Artif. Intell. Educ.,493
Int. J. Artif. Intell. Mach. Learn.,40
Int. J. Artif. Intell. Soft Comput.,153
Int. J. Artif. Intell. Tools,1491
Int. J. Artif. Life Res.,104
Int. J. Arts Technol.,305
Int. J. Asian Bus. Inf. Manag.,373
Int. J. Asian Lang. Process.,118
Int. J. Autom. Comput.,1141
Int. J. Autom. Control.,450
Int. J. Autom. Technol.,1607
Int. J. Auton. Adapt. Commun. Syst.,393
Int. J. Auton. Comput.,63
Int. J. Bifurc. Chaos,6372
Int. J. Big Data Intell.,156
Int. J. Big Data Intell. Appl.,11
Int. J. Bio Inspired Comput.,597
Int. J. Bioinform. Res. Appl.,573
Int. J. Biom.,384
Int. J. Biomed. Imaging,510
Int. J. Bus. Data Commun. Netw.,258
Int. J. Bus. Inf. Syst.,1161
Int. J. Bus. Intell. Data Min.,536
Int. J. Bus. Intell. Res.,164
Int. J. Bus. Perform. Supply Chain Model.,181
Int. J. Bus. Process. Integr. Manag.,251
Int. J. Chemoinformatics Chem. Eng.,65
Int. J. Child Comput. Interact.,356
Int. J. Circuit Theory Appl.,3179
Int. J. Cloud Appl. Comput.,332
Int. J. Cloud Comput.,306
Int. J. Cogn. Informatics Nat. Intell.,397
Int. J. Comb. Optim. Probl. Informatics,293
Int. J. Commun. Netw. Syst. Sci.,375
Int. J. Commun. Networks Distributed Syst.,589
Int. J. Commun. Networks Inf. Secur.,564
Int. J. Commun. Syst.,3938
Int. J. Comput. Aided Eng. Technol.,576
Int. J. Comput. Appl. Technol.,1819
Int. J. Comput. Assist. Lang. Learn. Teach.,164
Int. J. Comput. Assist. Radiol. Surg.,2663
Int. J. Comput. Biol. Drug Des.,373
Int. J. Comput. Commun. Control,1138
Int. J. Comput. Eng. Sci.,263
Int. J. Comput. Games Technol.,193
Int. J. Comput. Geom. Appl.,827
Int. J. Comput. Heal.,30
Int. J. Comput. Integr. Manuf.,1939
Int. J. Comput. Intell. Appl.,603
Int. J. Comput. Intell. Stud.,230
Int. J. Comput. Intell. Syst.,1923
Int. J. Comput. Linguistics Appl.,125
Int. J. Comput. Linguistics Chin. Lang. Process.,303
Int. J. Comput. Math.,4326
Int. J. Comput. Math. Comput. Syst. Theory,144
Int. J. Comput. Math. Learn.,206
Int. J. Comput. Model. Algorithms Medicine,55
Int. J. Comput. Process. Orient. Lang.,242
Int. J. Comput. Sci. Appl.,297
Int. J. Comput. Sci. Educ. Sch.,65
Int. J. Comput. Sci. Eng.,1091
Int. J. Comput. Sci. Math.,663
Int. J. Comput. Sci. Sport,405
Int. J. Comput. Simul.,72
Int. J. Comput. Support. Collab. Learn.,418
Int. J. Comput. Syst. Signals,98
Int. J. Comput. Their Appl.,337
Int. J. Comput. Vis.,2915
Int. J. Comput. Vis. Image Process.,197
Int. J. Comput. Vis. Robotics,430
Int. J. Concept. Struct. Smart Appl.,53
Int. J. Control,3651
Int. J. Cooperative Inf. Syst.,533
Int. J. Creative Comput.,13
Int. J. Creative Interfaces Comput. Graph.,111
Int. J. Crit. Comput. Based Syst.,163
Int. J. Crit. Infrastructure Prot.,452
Int. J. Crit. Infrastructures,430
Int. J. Cyber Behav. Psychol. Learn.,246
Int. J. Cyber Ethics Educ.,57
Int. J. Cyber Phys. Syst.,19
Int. J. Cyber Situational Aware.,37
Int. J. Cyber Warf. Terror.,213
Int. J. Data Anal. Tech. Strateg.,333
Int. J. Data Min. Bioinform.,650
Int. J. Data Min. Model. Manag.,296
Int. J. Data Sci. Anal.,413
Int. J. Data Warehous. Min.,332
Int. J. Decis. Support Syst. Technol.,284
Int. J. Dependable Trust. Inf. Syst.,25
Int. J. Digit. Crime Forensics,328
Int. J. Digit. Curation,464
Int. J. Digit. EVid.,55
Int. J. Digit. Earth,1157
Int. J. Digit. Libr.,528
Int. J. Digit. Libr. Syst.,70
Int. J. Digit. Lit. Digit. Competence,207
Int. J. Digit. Multim. Broadcast.,240
Int. J. Distance Educ. Technol.,448
Int. J. Distributed Sens. Networks,4201
Int. J. Distributed Syst. Technol.,293
Int. J. Document Anal. Recognit.,610
Int. J. E Adopt.,181
Int. J. E Bus. Res.,389
Int. J. E Entrepreneurship Innov.,141
Int. J. E Health Medical Commun.,305
Int. J. E Politics,158
Int. J. E Serv. Mob. Appl.,258
Int. J. Electron. Bus.,463
Int. J. Electron. Bus. Manag.,363
Int. J. Electron. Commer.,705
Int. J. Electron. Gov. Res.,373
Int. J. Electron. Heal.,267
Int. J. Electron. Secur. Digit. Forensics,446
Int. J. Embed. Real Time Commun. Syst.,201
Int. J. Embed. Syst.,644
Int. J. Emerg. Technol. Learn.,3289
Int. J. Energy Optim. Eng.,159
Int. J. Eng. Pedagog.,639
Int. J. Eng. Soc. Justice Peace,30
Int. J. Enterp. Inf. Syst.,376
Int. J. Fog Comput.,32
Int. J. Found. Comput. Sci.,1927
Int. J. Funct. Informatics Pers. Medicine,96
Int. J. Fuzzy Log. Intell. Syst.,986
Int. J. Fuzzy Syst.,1586
Int. J. Fuzzy Syst. Appl.,273
Int. J. Game Based Learn.,248
Int. J. Game Theory,1162
Int. J. Gaming Comput. Mediat. Simulations,246
Int. J. Gen. Syst.,994
Int. J. Geogr. Inf. Sci.,2706
Int. J. Granul. Comput. Rough Sets Intell. Syst.,75
Int. J. Green Comput.,86
Int. J. Grid High Perform. Comput.,324
Int. J. Grid Util. Comput.,573
Int. J. Handheld Comput. Res.,131
Int. J. Heal. Inf. Syst. Informatics,367
Int. J. High Perform. Comput. Appl.,1223
Int. J. High Perform. Comput. Netw.,541
Int. J. High Perform. Syst. Archit.,230
Int. J. High Speed Comput.,244
Int. J. Hum. Cap. Inf. Technol. Prof.,264
Int. J. Hum. Comput. Interact.,2235
Int. J. Hum. Comput. Stud.,2449
Int. J. Humanit. Arts Comput.,281
Int. J. Humanoid Robotics,660
Int. J. Hybrid Intell. Syst.,346
Int. J. ICT Res. Afr. Middle East,57
Int. J. ICT Res. Dev. Afr.,34
Int. J. IT Bus. Alignment Gov.,87
Int. J. IT Stand. Stand. Res.,117
Int. J. Image Graph.,852
Int. J. Imaging Syst. Technol.,1806
Int. J. Inf. Acquis.,259
Int. J. Inf. Coding Theory,101
Int. J. Inf. Commun. Technol.,716
Int. J. Inf. Commun. Technol. Educ.,556
Int. J. Inf. Commun. Technol. Hum. Dev.,238
Int. J. Inf. Comput. Secur.,476
Int. J. Inf. Decis. Sci.,307
Int. J. Inf. Manag.,2183
Int. J. Inf. Manag. Data Insights,235
Int. J. Inf. Priv. Secur. Integr.,81
Int. J. Inf. Qual.,69
Int. J. Inf. Retr. Res.,262
Int. J. Inf. Sec.,915
Int. J. Inf. Secur. Priv.,402
Int. J. Inf. Syst. Chang. Manag.,253
Int. J. Inf. Syst. Crisis Response Manag.,178
Int. J. Inf. Syst. Model. Des.,244
Int. J. Inf. Syst. Serv. Sect.,293
Int. J. Inf. Syst. Soc. Chang.,259
Int. J. Inf. Syst. Supply Chain Manag.,349
Int. J. Inf. Technol. Commun. Convergence,76
Int. J. Inf. Technol. Decis. Mak.,1237
Int. J. Inf. Technol. Manag.,508
Int. J. Inf. Technol. Proj. Manag.,269
Int. J. Inf. Technol. Syst. Approach,268
Int. J. Inf. Technol. Web Eng.,334
Int. J. Innov. Digit. Econ.,253
Int. J. Intell. Comput. Cybern.,461
Int. J. Intell. Def. Support Syst.,99
Int. J. Intell. Eng. Informatics,254
Int. J. Intell. Games Simul.,66
Int. J. Intell. Inf. Database Syst.,364
Int. J. Intell. Inf. Technol.,333
Int. J. Intell. Mechatronics Robotics,60
Int. J. Intell. Networks,121
Int. J. Intell. Robotics Appl.,325
Int. J. Intell. Syst.,2940
Int. J. Intell. Syst. Technol. Appl.,531
Int. J. Intell. Transp. Syst. Res.,375
Int. J. Interact. Commun. Syst. Technol.,82
Int. J. Interact. Mob. Technol.,1870
Int. J. Interact. Multim. Artif. Intell.,693
Int. J. Interdiscip. Telecommun. Netw.,294
